filename,face_id,confidence
congress/112/K000360.jpg,caf89f72-eeb9-4800-a5fb-b8073a9be3b4,0.25389
congress/112/M001170.jpg,bbe102f5-1433-45f1-af25-3bb176aa3264,0.20362
congress/112/D000612.jpg,1dc4d965-4f26-4464-b646-83478361f68c,0.24752
congress/112/M001176.jpg,2211a67d-d59c-4842-8a37-cd102940011a,0.1055
congress/112/R000575.jpg,94b74eee-bed4-44dd-9144-fa063ddb226b,0.23684
congress/112/H001056.jpg,8e833aae-f363-4e5d-b76f-3e4ff4ce9ea9,0.09487
congress/112/B000243.jpg,b771c75e-6d92-4f7d-b44d-ee9769b8893b,0.33374
congress/112/H001054.jpg,cfe13b03-c7c3-46ae-8742-276cae74c512,0.09897
congress/112/L000570.jpg,d46fd0e2-6dcf-40dd-9fa9-82e477f08632,0.09947
congress/112/H001036.jpg,3c234b30-a4b5-4d0d-b23e-60f2b5211aec,0.20963
congress/112/F000445.jpg,c27c0297-a920-41dd-9050-71f1dd7741ee,0.24167
congress/112/C001084.jpg,0fd07aa6-402d-499c-90cd-7cd58657a642,0.29345
congress/112/K000369.jpg,3865bcea-1546-42da-acce-1302663bc1f0,0.18725
congress/112/C000059.jpg,6bc29139-a3f4-42e1-9591-bc2aa102625b,0.22384
congress/112/B001255.jpg,00829e29-3a84-486c-a006-3078c1d096b2,0.13057
congress/112/D000604.jpg,cc5af624-c0a6-4061-bc93-5eaaf4124910,0.35233
congress/112/V000081.jpg,6537f0dd-734d-49e0-95f5-a11e97fbe903,0.08895
congress/112/N000032.jpg,63fe12d1-d295-4cd7-872e-74268ddbc038,0.21366
congress/112/S000244.jpg,66f10362-71b3-42b7-ace2-32a6cb273c1e,0.12634
congress/112/W000799.jpg,c3eab3bf-6f07-45c1-a902-9f0feb01efce,0.3139
congress/112/P000597.jpg,ba3e1388-745d-427d-8eb1-6d124d300a99,0.09804
congress/112/C001050.jpg,b0f9b735-4fac-4682-8925-13e73e96b252,0.23534
congress/112/L000575.jpg,82fa4cee-d82e-4f18-8a4b-911957b0037a,0.20558
congress/112/M000485.jpg,0832111b-3a90-48bb-a596-4e2295edee4e,0.14913
congress/112/C001036.jpg,959bba66-ec2a-419c-8c7e-b49b3f8cb91f,0.13023
congress/112/L000577.jpg,27910241-0a9e-44bb-ac5c-baa4e26c0d73,0.24419
congress/112/J000126.jpg,a4b93be2-ce46-4823-a925-d260825acd5f,0.09432
congress/112/C001062.jpg,c806ea14-c055-435f-9063-8e215d678808,0.26483
congress/112/H001049.jpg,3b514ddd-6a64-4301-a12c-2f124b5817af,0.09829
congress/112/L000123.jpg,68d2940f-11e8-4652-931a-a711cfcba009,0.20758
congress/112/G000552.jpg,c17f8b28-b4c7-4052-b390-eebb279ffa2e,0.26414
congress/112/J000292.jpg,1ca5e5b2-6764-47bd-8efd-a0903c002646,0.13082
congress/112/C000542.jpg,eb7211ab-473a-4349-9ed8-114b45be0c33,0.39296
