filename,face_id,confidence
congress/113/K000360.jpg,52e30b6b-2448-4f8c-8ee8-5d20ee586a25,0.25389
congress/113/M001170.jpg,a4d4f2fb-96e5-4aa8-8190-2c924e1b53b0,0.20362
congress/113/D000612.jpg,3ecfc1e3-a95c-4f9d-8625-f77351a8aee2,0.24752
congress/113/M001176.jpg,0fb3e965-ca1b-4684-a42e-e2e3e39068b2,0.1055
congress/113/R000575.jpg,e80176ac-3b75-4104-b1aa-7368126fc936,0.24163
congress/113/H001056.jpg,b6746fd6-803f-41aa-acf0-36a9975f6589,0.09487
congress/113/V000132.jpg,1f4e5a94-7d7a-4a0b-9f1f-40e50c13f2ee,0.0994
congress/113/W000814.jpg,4e8b9e21-3d63-42ef-9c29-e9303adafcec,0.14867
congress/113/B000243.jpg,8e699142-3a15-4fb7-b2e3-ad32f46aa0cb,0.33374
congress/113/L000570.jpg,1dc08e35-3493-4e75-adda-c41ac75c24ec,0.09947
congress/113/H001036.jpg,ed785120-5e3d-40c9-bc84-e304b573bee2,0.20963
congress/113/F000445.jpg,40af15e5-8eed-40b4-aa31-764025c5e442,0.24167
congress/113/W000816.jpg,edbd52d9-3f35-4d7e-971c-2bd3e61c2b69,0.09818
congress/113/C001084.jpg,486ed967-ce70-4fb8-a282-5282b5420953,0.29345
congress/113/C000059.jpg,f05644fd-d108-4a14-89a4-9a6acb647acd,0.22384
congress/113/B001255.jpg,a5b87705-b7b2-4df6-91fe-60068556c134,0.13057
congress/113/D000604.jpg,f6beac7c-9a4d-4279-b05a-3118f8feb364,0.35233
congress/113/V000081.jpg,eb243128-0685-42cc-a644-be368aa5831d,0.0912
congress/113/N000032.jpg,7496c1e3-64ff-418a-b106-44c46d40216d,0.21366
congress/113/S000244.jpg,6632bc2b-02c7-4392-823f-81dcdf2a7e5f,0.12634
congress/113/W000799.jpg,7597571a-f15b-4925-a375-20231ce61414,0.3139
congress/113/P000597.jpg,36592812-8930-4271-8659-e2f444929c1a,0.0991
congress/113/L000575.jpg,1447416f-65f3-45b9-b14e-d040b5858f8c,0.20558
congress/113/M000485.jpg,597b49cc-d6b8-4903-affd-46698c4b2bd6,0.14913
congress/113/C001036.jpg,ae67d95d-6d5d-445b-8686-ecc31978cee8,0.13023
congress/113/L000577.jpg,c151799e-b558-4904-95c8-02a42f12354e,0.24419
congress/113/J000126.jpg,bb370c9e-7ef8-48c1-8bc1-5a4878c21c59,0.09432
congress/113/C001062.jpg,a3120c1c-356b-4c3c-bcc1-f9b059a8f6c6,0.26483
congress/113/H001049.jpg,ea5864c0-a85a-4fff-bad6-598057bc2c69,0.09829
congress/113/L000123.jpg,55d821d4-e28e-499d-9a7c-cc9ed0bb8319,0.20758
congress/113/G000552.jpg,bf144189-1d07-4c72-8362-639800bd8525,0.26414
congress/113/J000292.jpg,b0f29ea7-35a3-41d2-9f0b-99b8c1b5ac7a,0.13082
congress/113/C000542.jpg,994b94b9-05df-48a4-b958-26c15ca599e1,0.39296
congress/113/M001184.jpg,6dfecde9-0682-4479-a88e-b93e262c0bdc,0.20382
congress/113/C001064.jpg,ef2a4e1c-b555-4736-b644-9d17419e5b0a,0.15842
congress/113/M000689.jpg,d31b7e9d-f743-423f-b746-9a591cdf0df0,0.27348
congress/113/W000815.jpg,f878a4ec-7092-404e-ae20-b6c9240e951f,0.09852
congress/113/D000197.jpg,b6e2a788-6f36-4360-a468-4361fc7a2b49,0.11432
congress/113/C000266.jpg,73817142-8c0c-4013-99c7-7f1f79439e4f,0.26805
congress/113/M001144.jpg,1683f880-cbdf-4ecb-89aa-2af73fb49c37,0.2074
congress/113/L000557.jpg,f4e8bff5-1262-435e-a6bd-4633651ad74b,0.10047
congress/113/N000015.jpg,d980eb06-dc77-465b-8623-7d3c0d266cbb,0.09349
congress/113/N000185.jpg,960883aa-6e37-49d9-826e-ff15c75de3f0,0.23036
